"","rcid","session","date","unres","me","nu","di","hr","co","ec"
"817",1764,32,1977-12-01,"R/32/105M",0,0,0,1,0,0
"818",1765,32,1977-12-01,"R/32/105N",0,0,0,1,0,0
"819",1766,32,1977-12-01,"R/32/105O",0,0,0,0,0,1
"820",1767,32,1977-12-06,"R/32/76",0,1,1,0,0,0
"821",1768,32,1977-12-06,"R/32/78",0,1,1,0,0,0
"822",1769,32,1977-12-06,"R/32/79",0,1,1,0,0,0
"823",1770,32,1977-12-06,"R/32/80",0,0,1,0,0,0
"824",1771,32,1977-12-06,"R/32/81",0,1,1,0,0,0
"825",1772,32,1977-12-06,"R/32/82",1,1,1,0,0,0
"826",1773,32,1977-12-06,"R/32/83",0,1,1,0,0,0
"827",1774,32,1977-12-06,"R/32/84A",0,1,1,0,0,1
"828",1775,32,1977-12-06,"R/32/84B",0,1,1,0,0,1
"829",1776,32,1977-12-06,"R/32/85",0,0,1,0,0,0
"830",1777,32,1977-12-06,"R/32/86",0,0,0,0,0,0
"831",1778,32,1977-12-06,"R/32/87B",0,1,0,0,0,0
"832",1779,32,1977-12-06,"R/32/87D",0,0,1,0,0,0
"833",1780,32,1977-12-06,"R/32/87F",0,1,1,0,0,0
"834",1781,32,1977-12-06,"R/32/87G",0,0,1,0,0,0
"835",1782,32,1977-12-06,"R/32/152",0,0,1,0,0,0
"836",1783,32,1977-12-06,"R/32/153",0,0,0,0,0,0
"837",1784,32,1977-12-06,"R/32/154",0,0,0,0,0,0
"838",1785,32,1977-12-07,"R/32/196B",0,0,0,0,0,0
"839",1786,32,1977-12-07,"R/32/90A",1,0,0,0,0,0
"840",1787,32,1977-12-07,"R/32/90C",1,0,0,0,0,0
"841",1788,32,1977-12-07,"R/32/90E",1,0,0,0,1,0
"842",1789,32,1977-12-07,"R/32/91A",1,0,0,1,1,0
"843",1790,32,1977-12-07,"R/32/91B",1,0,0,1,1,0
"844",1791,32,1977-12-07,"R/32/91C",1,0,0,1,1,0
"845",1792,32,1977-12-02,"R/32/113",0,0,0,0,0,1
"846",1793,32,1977-12-02,"R/32/115",0,0,0,0,0,0
"847",1794,32,1977-12-06,"R/32/158",0,0,0,0,0,0
"848",1795,32,1977-12-06,"R/32/161",1,0,0,0,1,1
"849",1796,32,1977-12-06,"R/32/162",0,0,0,1,0,0
"850",1797,32,1977-12-06,"R/32/171",1,0,0,0,1,0
"851",1798,32,1977-12-06,"R/32/191",0,0,0,0,0,1
"852",1799,32,1977-12-06,"R/32/193",0,0,0,0,0,0
"853",1800,32,1977-11-04,"R/32/12",0,0,0,1,0,0
"854",1801,32,1977-11-04,"R/32/13",0,0,0,1,0,0
"855",1802,32,1977-11-04,"R/32/14",0,0,0,0,1,0
"856",1803,32,1977-12-03,"R/32/118",0,0,0,1,0,0
"857",1804,32,1977-12-03,"R/32/122",0,0,0,1,1,0
"858",1805,32,1977-12-03,"R/32/124",0,0,0,0,0,0
"859",1806,32,1977-12-03,"R/32/125",0,0,0,0,0,0
"860",1807,32,1977-12-03,"R/32/126",0,0,0,0,0,0
"861",1808,32,1977-12-03,"R/32/129",0,0,0,1,0,0
"862",1809,32,1977-12-03,"R/32/130",0,0,0,1,0,0
"863",1810,32,1977-12-03,"R/32/142",0,0,0,1,0,0
"864",1811,32,1977-11-04,"R/32/27",0,0,0,0,1,0
"865",1812,32,1977-11-04,"R/32/32",0,0,0,0,1,0
"866",1813,32,1977-11-04,"R/32/33",0,0,0,0,1,0
"867",1814,32,1977-11-04,"R/32/34",0,0,0,0,1,0
"868",1815,32,1977-11-04,"R/32/35",0,0,0,0,0,1
"869",1816,32,1977-11-04,"R/32/36",0,0,0,0,1,0
"870",1817,32,1977-12-03,"R/32/116B",0,0,0,0,1,0
"871",1818,32,1977-12-03,"R/32/4B",0,0,0,0,0,0
"872",1819,32,1977-12-03,"R/32/4C",0,0,0,0,0,0
"873",1820,32,1977-12-03,"R/32/39",0,0,0,0,0,0
"874",1821,32,1977-12-01,"R/32/198",0,0,0,0,0,0
"875",1822,32,1977-12-01,"R/32/200",0,0,0,0,0,0
"876",1823,32,1977-12-01,"R/32/202A",0,0,0,0,0,0
"877",1824,32,1977-12-01,"R/32/204",0,0,0,0,0,0
"878",1825,32,1977-12-01,"R/32/205",0,0,0,0,0,0
"879",1826,32,1977-12-01,"R/32/208",0,0,0,0,0,0
"880",1827,32,1977-12-01,"R/32/210",0,0,0,0,0,0
"881",1828,32,1977-12-01,"R/32/212A",0,0,0,0,0,0
"882",1829,32,1977-12-01,"R/32/212D",0,0,0,0,0,0
"883",1830,32,1977-12-01,"R/32/213A",0,0,0,0,0,0
"884",1831,32,1977-12-01,"R/32/213C",0,0,0,0,0,0
"885",1832,32,1977-12-01,"R/32/214",0,0,0,0,0,0
"886",1833,32,1977-12-01,"R/32/215",0,0,0,0,0,0
"887",1834,32,1977-12-01,"R/32/450B",0,0,0,0,0,0
"888",1835,32,1977-12-01,"R/32/450C",0,0,0,0,0,0
"889",1836,32,1977-12-01,"R/32/452",0,0,0,0,0,0
"890",1837,32,1977-12-03,"R/32/147",0,0,0,0,0,0
"891",1838,32,1977-12-03,"R/32/150",0,0,0,0,0,0
"892",1971,34,1979-09-05,"R/34/2A",0,0,0,0,0,0
"893",1972,34,1979-11-01,"R/34/22",0,0,0,1,0,0
"894",1973,34,1979-11-07,"R/34/30",0,0,0,0,0,0
"895",1974,34,1979-11-02,"R/34/65A",1,0,0,0,0,0
"896",1975,34,1979-11-02,"R/34/65B",1,0,0,0,1,0
"897",1976,34,1979-12-03,"R/34/65C",1,0,0,1,0,0
"898",1977,34,1979-12-03,"R/34/65D",1,0,0,1,0,0
"899",1978,34,1979-12-04,"R/34/69",0,0,0,0,1,0
"900",1979,34,1979-12-04,"R/34/70",1,0,0,0,1,0
"901",1980,34,1979-12-03,"R/34/92A",0,0,0,0,1,0
"902",1981,34,1979-12-03,"R/34/92B",0,0,0,0,0,0
"903",1982,34,1979-12-03,"R/34/92C",0,0,0,0,0,0
"904",1983,34,1979-12-03,"R/34/92F",0,0,0,0,1,0
"905",1984,34,1979-12-03,"R/34/92G",0,0,0,0,1,0
"906",1985,34,1979-12-03,"R/34/93A",0,0,0,0,0,0
"907",1986,34,1979-12-03,"R/34/93C",0,0,0,0,0,0
"908",1987,34,1979-12-03,"R/34/93D",0,1,0,0,0,0
"909",1988,34,1979-12-03,"R/34/93E",0,1,0,0,0,0
"910",1989,34,1979-12-03,"R/34/93F",0,0,0,0,0,0
"911",1990,34,1979-12-03,"R/34/93I",0,0,0,1,0,0
"912",1991,34,1979-12-03,"R/34/93J",0,0,0,1,0,0
"913",1992,34,1979-12-03,"R/34/93L",0,0,0,1,0,0
"914",1993,34,1979-12-03,"R/34/93N",0,0,0,1,0,0
"915",1994,34,1979-12-03,"R/34/93P",1,0,0,0,0,0
"916",1995,34,1979-12-03,"R/34/93Q",0,0,0,0,0,1
"917",1996,34,1979-12-01,"R/34/93R",0,0,0,1,0,0
"918",1997,34,1979-12-04,"R/34/94",0,0,0,0,1,0
"919",1998,34,1979-12-04,"R/34/95",0,0,0,0,1,0
"920",1999,34,1979-12-02,"R/34/192",0,0,0,0,1,0
"921",2000,34,1979-12-02,"R/34/73",0,1,0,0,0,0
"922",2001,34,1979-12-02,"R/34/76A",0,1,1,0,0,0
"923",2002,34,1979-12-02,"R/34/77",1,1,1,0,0,0
"924",2003,34,1979-12-02,"R/34/78",0,1,1,0,0,0
"925",2004,34,1979-12-02,"R/34/80A",0,0,0,0,0,0
"926",2005,34,1979-12-02,"R/34/80B",0,0,0,0,0,0
"927",2006,34,1979-12-02,"R/34/83B",0,0,1,0,0,0
"928",2007,34,1979-12-02,"R/34/83E",0,0,0,0,0,0
"929",2008,34,1979-12-02,"R/34/83G",0,1,1,0,0,0
"930",2009,34,1979-12-02,"R/34/83J",0,1,1,0,0,0
"931",2010,34,1979-12-02,"R/34/84",0,1,1,0,0,0
"932",2011,34,1979-12-02,"R/34/85",0,1,1,0,0,0
"933",2012,34,1979-12-02,"R/34/86",0,1,1,0,0,0
"934",2013,34,1979-12-02,"R/34/87C",0,1,0,0,0,0
"935",2014,34,1979-12-02,"R/34/87D",0,1,1,0,0,0
"936",2015,34,1979-12-02,"R/34/87E",0,0,1,0,0,0
"937",2016,34,1979-12-02,"R/34/88",0,1,1,0,0,0
"938",2017,34,1979-12-02,"R/34/89",1,1,0,0,0,0
"939",2018,34,1979-12-05,"R/34/100",0,0,0,0,1,0
"940",2019,34,1979-12-05,"R/34/101",0,0,0,0,0,0
"941",2020,34,1979-12-05,"R/34/103",0,0,0,0,1,0
"942",2021,34,1979-11-03,"R/34/29",1,0,0,0,0,0
"943",2022,34,1979-11-03,"R/34/52A",1,0,0,0,0,0
"944",2023,34,1979-11-03,"R/34/52C",1,0,0,0,0,0
"945",2024,34,1979-11-03,"R/34/52E",1,0,0,0,0,0
"946",2025,34,1979-11-03,"R/34/52F",1,0,0,0,0,0
"947",2026,34,1979-12-03,"R/34/90A",1,0,0,1,0,0
"948",2027,34,1979-12-03,"R/34/90B",1,0,0,1,0,0
"949",2028,34,1979-12-03,"R/34/90C",1,0,0,0,1,0
"950",2029,34,1979-12-03,"R/34/91",0,0,0,0,0,0
"951",2030,34,1979-11-02,"R/34/55",0,0,0,0,0,1
"952",2031,34,1979-12-05,"R/34/113",1,0,0,0,1,0
"953",2032,34,1979-12-05,"R/34/133",1,0,0,0,0,0
"954",2033,34,1979-12-05,"R/34/136",1,0,0,0,1,1
"955",2034,34,1979-12-02,"R/34/184",0,0,0,0,0,0
"956",2035,34,1979-12-03,"R/34/197",0,0,0,0,0,0
"957",2036,34,1979-12-03,"R/34/198",0,0,0,0,0,1
"958",2037,34,1979-12-03,"R/34/199",0,0,0,0,0,0
"959",2038,34,1979-12-03,"R/34/209",0,0,0,0,0,1
"960",2039,34,1979-12-03,"R/34/211",0,0,0,0,0,1
"961",2040,34,1979-12-03,"R/34/216",0,0,0,0,0,0
"962",2041,34,1979-11-02,"R/34/24",0,0,0,0,0,1
"963",2042,34,1979-11-02,"R/34/27",0,0,0,1,0,0
"964",2043,34,1979-11-03,"R/34/44",0,0,0,0,1,0
"965",2044,34,1979-11-03,"R/34/46",0,0,0,1,0,0
"966",2045,34,1979-11-03,"R/34/47",0,0,0,1,0,0
"967",2046,34,1979-11-03,"R/34/48",0,0,0,1,0,0
"968",2047,34,1979-12-01,"R/34/158",0,0,0,1,1,0
"969",2048,34,1979-12-01,"R/34/160",1,0,0,1,1,0
"970",2049,34,1979-12-01,"R/34/172",0,0,0,0,0,1
"971",2050,34,1979-12-01,"R/34/176",0,0,0,0,0,0
"972",2051,34,1979-12-01,"R/34/179",0,0,0,1,0,0
"973",2052,34,1979-12-02,"R/34/180",0,0,0,1,0,0
"974",2053,34,1979-11-01,"R/34/33",0,0,0,0,1,0
"975",2054,34,1979-11-01,"R/34/37",0,0,0,0,1,0
"976",2055,34,1979-11-01,"R/34/38",0,0,0,0,1,0
"977",2056,34,1979-11-01,"R/34/40",0,0,0,0,1,0
"978",2057,34,1979-11-01,"R/34/41",0,0,0,0,1,0
"979",2058,34,1979-11-01,"R/34/42",0,0,0,0,1,0
"980",2059,34,1979-10-06,"R/34/6A",0,0,0,0,0,0
"981",2060,34,1979-10-06,"R/34/7A",0,0,0,0,0,0
"982",2061,34,1979-12-01,"R/34/7B",0,0,0,0,0,0
"983",2062,34,1979-12-01,"R/34/7C",0,0,0,0,0,0
"984",2063,34,1979-12-01,"R/34/7D",0,0,0,0,0,0
"985",2064,34,1979-12-01,"R/34/9B",1,0,0,0,0,0
"986",2065,34,1979-12-01,"R/34/9C",1,0,0,0,0,0
"987",2066,34,1979-12-01,"R/34/9D",1,0,0,0,0,0
"988",2067,34,1979-12-01,"R/34/9E",1,0,0,0,0,0
"989",2068,34,1979-12-01,"R/34/165",0,0,0,0,0,0
"990",2069,34,1979-12-01,"R/34/166",0,0,0,0,0,0
"991",2070,34,1979-12-04,"R/34/219",0,0,0,0,0,0
"992",2071,34,1979-12-04,"R/34/220",0,0,0,0,0,0
"993",2072,34,1979-12-04,"R/34/221",0,0,0,0,0,0
"994",2073,34,1979-12-04,"R/34/222A",0,0,0,0,0,0
"995",2074,34,1979-12-04,"R/34/222C",0,0,0,0,0,0
"996",2075,34,1979-12-04,"R/34/223A",0,0,0,0,0,0
"997",2076,34,1979-12-04,"R/34/223B",0,0,0,0,0,0
"998",2077,34,1979-12-04,"R/34/227",0,0,0,0,0,1
"999",2078,34,1979-12-04,"R/34/229",0,0,0,1,0,0
"1000",2079,34,1979-12-04,"R/34/230A",0,0,0,0,0,0
"1001",2080,34,1979-12-04,"R/34/230C",0,0,0,0,0,0
"1002",2081,34,1979-12-04,"R/34/231",0,0,0,0,0,0
"1003",2082,34,1979-12-04,"R/34/232",0,0,0,0,0,0
"1004",2083,34,1979-12-04,"R/34/233/I",0,0,0,0,0,0
"1005",2084,34,1979-12-04,"R/34/233/IX",0,0,0,0,0,0
"1006",2085,34,1979-12-04,"R/34/233/XI",0,0,0,0,0,0
"1007",2086,34,1979-12-04,"R/34/233/XII",0,0,0,0,0,0
"1008",2087,34,1979-12-04,"R/34/233/XIV",0,0,0,0,0,0
"1009",2088,34,1979-11-03,"R/34/13",0,0,0,0,0,0
"1010",2089,34,1979-12-01,"R/34/145",0,0,0,0,1,0
"1011",2090,34,1979-12-01,"R/34/147",0,0,0,0,0,0
"1012",2091,34,1979-12-01,"R/34/150",0,0,0,0,0,1
"1013",2092,34,1979-12-02,"R/34/422",0,1,1,0,0,0
"1014",2093,34,1979-12-03,"R/34/449",0,0,0,0,0,0
"1015",2197,36,1981-09-01,"R/36/3",0,0,0,0,0,0
"1016",2198,36,1981-10-01,"R/36/5",0,0,0,0,0,0
"1017",2199,36,1981-10-07,"R/36/7",0,0,1,0,0,0
"1018",2200,36,1981-11-04,"R/36/25",0,1,0,0,0,0
"1019",2201,36,1981-11-06,"R/36/27",1,0,0,0,0,0
"1020",2202,36,1981-11-04,"R/36/34",0,0,0,0,1,0
"1021",2203,36,1981-11-04,"R/36/39",0,0,0,0,0,0
"1022",2204,36,1981-12-05,"R/36/68",0,0,0,0,1,0
"1023",2205,36,1981-12-05,"R/36/69",0,0,0,0,1,0
"1024",2206,36,1981-12-07,"R/36/105",0,0,0,0,1,0
"1025",2207,36,1981-12-07,"R/36/120A",1,0,0,1,0,0
"1026",2208,36,1981-12-07,"R/36/120B",1,0,0,1,0,0
"1027",2209,36,1981-12-07,"R/36/120C",1,0,0,0,0,0
"1028",2210,36,1981-12-07,"R/36/120D",1,0,0,0,1,0
"1029",2211,36,1981-12-07,"R/36/120E",1,0,0,0,0,0
"1030",2212,36,1981-12-07,"R/36/120F",1,0,0,0,0,0
"1031",2213,36,1981-12-07,"R/36/121A",0,0,0,0,1,0
"1032",2214,36,1981-12-07,"R/36/121B",0,0,0,0,1,0
"1033",2215,36,1981-12-07,"R/36/121C",0,0,0,0,1,0
"1034",2216,36,1981-12-07,"R/36/121D",0,0,0,0,0,0
"1035",2217,36,1981-12-07,"R/36/121E",0,0,0,0,0,0
"1036",2218,36,1981-12-07,"R/36/121F",0,0,0,0,0,0
"1037",2219,36,1981-12-07,"R/36/172A",0,0,0,0,0,0
"1038",2220,36,1981-12-07,"R/36/172B",0,0,0,0,0,0
"1039",2221,36,1981-12-07,"R/36/172C",0,0,0,0,0,0
"1040",2222,36,1981-12-07,"R/36/172D",0,0,0,0,0,0
"1041",2223,36,1981-12-07,"R/36/172E",1,1,0,0,0,0
"1042",2224,36,1981-12-07,"R/36/172F",0,0,0,0,0,0
"1043",2225,36,1981-12-07,"R/36/172G",0,0,0,0,0,0
"1044",2226,36,1981-12-07,"R/36/172H",0,0,0,0,0,0
"1045",2227,36,1981-12-07,"R/36/172I",0,0,0,1,0,0
"1046",2228,36,1981-12-07,"R/36/172K",0,0,0,1,0,0
"1047",2229,36,1981-12-07,"R/36/172L",0,0,0,0,0,0
"1048",2230,36,1981-12-07,"R/36/172M",1,1,0,0,0,0
"1049",2231,36,1981-12-07,"R/36/172N",0,0,0,1,0,0
"1050",2232,36,1981-12-07,"R/36/172O",0,0,0,0,0,1
"1051",2233,36,1981-12-07,"R/36/226A",1,0,0,0,1,0
"1052",2234,36,1981-12-07,"R/36/226B",1,0,0,0,1,0
"1053",2235,36,1981-12-06,"R/36/84",0,1,1,0,0,0
"1054",2236,36,1981-12-06,"R/36/86A",0,1,1,0,0,0
"1055",2237,36,1981-12-06,"R/36/86B",0,1,1,0,0,0
"1056",2238,36,1981-12-06,"R/36/87B",1,1,1,0,0,0
"1057",2239,36,1981-12-06,"R/36/88",0,1,1,0,0,0
"1058",2240,36,1981-12-06,"R/36/89",0,0,1,0,0,0
"1059",2241,36,1981-12-06,"R/36/92C",0,0,1,0,0,0
"1060",2242,36,1981-12-06,"R/36/92D",0,0,1,0,0,0
"1061",2243,36,1981-12-06,"R/36/92E",0,1,0,0,0,0
"1062",2244,36,1981-12-06,"R/36/92F",0,0,1,0,0,0
"1063",2245,36,1981-12-06,"R/36/92H",0,0,1,0,0,0
"1064",2246,36,1981-12-06,"R/36/92I",0,1,1,0,0,0
"1065",2247,36,1981-12-06,"R/36/92J",0,1,1,0,0,0
"1066",2248,36,1981-12-06,"R/36/92K",0,1,1,0,0,0
"1067",2249,36,1981-12-06,"R/36/94",0,1,1,0,0,0
"1068",2250,36,1981-12-06,"R/36/95",0,1,0,0,0,0
"1069",2251,36,1981-12-06,"R/36/96A",0,0,1,0,0,0
"1070",2252,36,1981-12-06,"R/36/96B",0,0,1,0,0,0
"1071",2253,36,1981-12-06,"R/36/96C",0,0,1,0,0,0
"1072",2254,36,1981-12-06,"R/36/97A",0,0,1,0,0,0
"1073",2255,36,1981-12-06,"R/36/97C",0,0,1,0,0,0
"1074",2256,36,1981-12-06,"R/36/97E",0,1,1,0,0,0
"1075",2257,36,1981-12-06,"R/36/97G",0,1,0,0,0,0
"1076",2258,36,1981-12-06,"R/36/97J",0,0,1,0,0,0
"1077",2259,36,1981-12-06,"R/36/97K",0,0,1,0,0,0
"1078",2260,36,1981-12-06,"R/36/98",1,1,0,0,0,0
"1079",2261,36,1981-12-06,"R/36/99",0,1,1,0,0,0
"1080",2262,36,1981-12-06,"R/36/100",0,1,1,0,0,0
"1081",2263,36,1981-12-06,"R/36/102",0,0,1,0,0,0
"1082",2264,36,1981-12-06,"R/36/103",0,0,0,0,0,0
"1083",2265,36,1981-12-06,"R/36/104",0,0,0,0,0,0
"1084",2266,36,1981-10-01,"R/36/15",1,0,0,0,0,0
"1085",2267,36,1981-12-06,"R/36/146A",1,0,0,0,0,0
"1086",2268,36,1981-12-06,"R/36/146B",1,0,0,1,1,0
"1087",2269,36,1981-12-06,"R/36/146C",1,0,0,0,0,0
"1088",2270,36,1981-12-06,"R/36/146F",1,0,0,0,0,0
"1089",2271,36,1981-12-06,"R/36/146G",1,0,0,0,0,0
"1090",2272,36,1981-12-06,"R/36/146H",1,0,0,0,0,0
"1091",2273,36,1981-12-06,"R/36/147A",1,0,0,1,1,0
"1092",2274,36,1981-12-06,"R/36/147B",1,0,0,0,1,0
"1093",2275,36,1981-12-06,"R/36/147C",1,0,0,0,1,0
"1094",2276,36,1981-12-06,"R/36/147D",1,0,0,0,1,0
"1095",2277,36,1981-12-06,"R/36/147E",1,0,0,0,1,0
"1096",2278,36,1981-12-06,"R/36/147F",1,0,0,0,1,0
"1097",2279,36,1981-12-06,"R/36/147G",1,0,0,0,0,0
"1098",2280,36,1981-12-06,"R/36/149B",0,0,0,0,0,0
"1099",2281,36,1981-12-06,"R/36/150",1,0,0,0,0,0
"1100",2282,36,1981-12-01,"R/36/73",1,0,0,0,1,1
"1101",2283,36,1981-12-06,"R/36/145",0,0,0,0,0,1
"1102",2284,36,1981-12-07,"R/36/173",1,0,0,0,1,0
"1103",2285,36,1981-12-07,"R/36/175",0,0,0,0,0,1
"1104",2286,36,1981-12-07,"R/36/188",0,0,1,0,0,0
"1105",2287,36,1981-12-07,"R/36/210",0,0,0,0,0,0
"1106",2288,36,1981-12-07,"R/36/225",0,0,0,0,0,1
"1107",2289,36,1981-10-01,"R/36/8",1,1,0,0,0,0
"1108",2290,36,1981-10-01,"R/36/12",0,0,0,1,0,0
"1109",2291,36,1981-10-01,"R/36/13",0,0,0,1,0,0
"1110",2292,36,1981-11-02,"R/36/18",0,0,0,0,0,0
"1111",2293,36,1981-11-02,"R/36/19",0,0,0,0,0,0
"1112",2294,36,1981-11-02,"R/36/21",0,0,0,0,0,0
"1113",2295,36,1981-11-06,"R/36/29",0,0,0,1,0,0
"1114",2296,36,1981-11-04,"R/36/56A",0,0,0,0,0,0
"1115",2297,36,1981-12-04,"R/36/133",0,0,0,1,0,0
"1116",2298,36,1981-12-06,"R/36/151",0,0,0,1,0,0
"1117",2299,36,1981-12-06,"R/36/155",0,0,1,0,0,0
"1118",2300,36,1981-12-06,"R/36/157",0,0,0,1,0,0
"1119",2301,36,1981-11-03,"R/36/46",0,0,0,0,0,0
"1120",2302,36,1981-11-03,"R/36/49",0,0,0,0,1,0
"1121",2303,36,1981-11-03,"R/36/50",0,0,0,0,1,0
"1122",2304,36,1981-11-03,"R/36/51",1,0,0,0,0,0
"1123",2305,36,1981-11-03,"R/36/52",0,0,0,0,0,0
"1124",2306,36,1981-11-02,"R/36/66A",0,0,0,0,0,0
"1125",2307,36,1981-11-02,"R/36/66B",0,0,0,0,0,0
"1126",2308,36,1981-12-07,"R/36/116A",1,0,0,0,0,0
"1127",2309,36,1981-12-07,"R/36/116B",0,0,0,0,0,0
"1128",2310,36,1981-12-01,"R/36/231A",0,0,0,0,0,0
"1129",2311,36,1981-12-01,"R/36/232",0,0,0,0,0,0
"1130",2312,36,1981-12-01,"R/36/234A",0,0,0,0,0,0
"1131",2313,36,1981-12-01,"R/36/234B",0,0,0,0,0,0
"1132",2314,36,1981-12-01,"R/36/235/IV",0,0,0,0,0,0
"1133",2315,36,1981-12-01,"R/36/235/VI",0,0,0,0,0,0
"1134",2316,36,1981-12-01,"R/36/235/IX",0,0,0,0,0,0
"1135",2317,36,1981-12-01,"R/36/235/XII",0,0,0,0,0,0
"1136",2318,36,1981-12-01,"R/36/235/XVI",0,0,0,0,0,0
"1137",2319,36,1981-12-01,"R/36/237",0,0,0,0,0,0
"1138",2320,36,1981-12-01,"R/36/240A",0,0,0,0,0,0
"1139",2321,36,1981-12-01,"R/36/240C",0,0,0,0,0,0
"1140",2322,36,1981-12-01,"R/36/241",0,0,0,0,0,0
"1141",2323,36,1981-12-01,"R/36/242",0,0,0,0,0,0
"1142",2324,36,1981-11-06,"R/36/31",0,0,0,0,0,0
"1143",2325,36,1981-12-07,"R/36/106",0,0,0,0,0,0
"1144",2326,36,1981-12-07,"R/36/107",0,0,0,0,0,0
"1145",2327,36,1981-12-07,"R/36/112",0,0,0,0,0,0
"1146",2328,36,1981-12-01,"R/36/122",0,0,0,0,0,0
"1147",2329,36,1981-12-01,"R/36/324",0,0,0,0,0,0
"1148",2330,36,1981-12-06,"R/36/435",0,0,0,1,0,0
"1149",2491,38,1983-10-04,"R/38/3",0,0,0,0,0,0
"1150",2492,38,1983-11-06,"R/38/7",0,0,0,0,0,0
"1151",2493,38,1983-11-07,"R/38/9",1,1,0,0,0,0
"1152",2494,38,1983-11-05,"R/38/11",0,0,0,0,0,0
"1153",2495,38,1983-11-06,"R/38/12",0,0,0,0,0,0
"1154",2496,38,1983-11-04,"R/38/13",0,0,0,0,1,0
"1155",2497,38,1983-11-06,"R/38/29",0,0,0,0,0,0
"1156",2498,38,1983-11-01,"R/38/34",0,0,0,0,0,0
"1157",2499,38,1983-12-03,"R/38/36A",0,0,0,0,1,0
"1158",2500,38,1983-12-03,"R/38/36B",0,0,0,0,0,0
"1159",2501,38,1983-12-03,"R/38/36C",0,0,0,0,0,0
"1160",2502,38,1983-12-03,"R/38/36D",0,0,0,0,0,0
"1161",2503,38,1983-12-03,"R/38/36E",0,0,0,0,0,0
"1162",2504,38,1983-12-06,"R/38/39A",0,0,0,1,0,0
"1163",2505,38,1983-12-06,"R/38/39B",0,0,0,1,0,0
"1164",2506,38,1983-12-06,"R/38/39C",0,0,0,0,0,0
"1165",2507,38,1983-12-06,"R/38/39D",0,0,0,0,0,0
"1166",2508,38,1983-12-06,"R/38/39E",0,0,0,1,0,0
"1167",2509,38,1983-12-06,"R/38/39F",1,1,0,0,0,0
"1168",2510,38,1983-12-06,"R/38/39G",0,1,0,0,0,0
"1169",2511,38,1983-12-06,"R/38/39I",0,0,0,0,0,1
"1170",2512,38,1983-12-06,"R/38/39J",0,0,0,0,0,0
"1171",2513,38,1983-12-06,"R/38/39K",0,0,0,1,0,0
"1172",2514,38,1983-12-01,"R/38/54",0,0,0,0,1,0
"1173",2515,38,1983-12-01,"R/38/55",0,0,0,0,1,0
"1174",2516,38,1983-12-07,"R/38/58A",1,0,0,1,0,0
"1175",2517,38,1983-12-07,"R/38/58B",1,0,0,1,0,0
"1176",2518,38,1983-12-07,"R/38/58C",1,0,0,0,1,0
"1177",2519,38,1983-12-07,"R/38/58D",1,0,0,0,0,0
"1178",2520,38,1983-12-07,"R/38/58E",1,0,0,0,0,0
"1179",2521,38,1983-12-01,"R/38/59A",0,0,0,0,0,0
"1180",2522,38,1983-12-06,"R/38/180A",1,0,0,0,1,0
"1181",2523,38,1983-12-06,"R/38/180B",1,0,0,0,1,0
"1182",2524,38,1983-12-06,"R/38/180C",1,0,0,0,0,0
"1183",2525,38,1983-12-06,"R/38/180D",1,0,0,0,0,0
"1184",2526,38,1983-12-06,"R/38/180E",1,0,0,0,0,0
"1185",2527,38,1983-12-02,"R/38/61",0,1,1,0,0,0
"1186",2528,38,1983-12-02,"R/38/62",0,1,1,0,0,0
"1187",2529,38,1983-12-02,"R/38/63",0,1,1,0,0,0
"1188",2530,38,1983-12-02,"R/38/65",0,1,1,0,0,0
"1189",2531,38,1983-12-02,"R/38/67",0,1,1,0,0,0
"1190",2532,38,1983-12-02,"R/38/68",0,1,0,0,0,0
"1191",2533,38,1983-12-02,"R/38/69",1,1,1,0,0,0
"1192",2534,38,1983-12-02,"R/38/70",0,0,1,0,0,0
"1193",2535,38,1983-12-02,"R/38/71A",0,0,1,0,0,1
"1194",2536,38,1983-12-02,"R/38/72",0,1,0,0,0,0
"1195",2537,38,1983-12-02,"R/38/73B",0,1,1,0,0,0
"1196",2538,38,1983-12-02,"R/38/73E",0,1,1,0,0,0
"1197",2539,38,1983-12-02,"R/38/73F",0,0,1,0,0,0
"1198",2540,38,1983-12-02,"R/38/73G",0,1,1,0,0,0
"1199",2541,38,1983-12-02,"R/38/73H",0,0,1,0,0,0
"1200",2542,38,1983-12-02,"R/38/74",0,1,1,0,0,0
"1201",2543,38,1983-12-02,"R/38/75",0,1,0,0,0,0
"1202",2544,38,1983-12-02,"R/38/76",0,1,1,0,0,0
"1203",2545,38,1983-12-07,"R/38/181A",0,1,1,0,0,0
"1204",2546,38,1983-12-07,"R/38/181B",0,1,1,0,0,0
"1205",2547,38,1983-12-07,"R/38/182",0,1,1,0,0,1
"1206",2548,38,1983-12-07,"R/38/183A",0,0,1,0,0,0
"1207",2549,38,1983-12-07,"R/38/183B",0,1,1,0,0,0
"1208",2550,38,1983-12-07,"R/38/183C",0,1,1,0,0,1
"1209",2551,38,1983-12-07,"R/38/183D",0,1,1,0,0,0
"1210",2552,38,1983-12-07,"R/38/183F",0,0,1,0,0,0
"1211",2553,38,1983-12-07,"R/38/183G",0,1,1,0,0,0
"1212",2554,38,1983-12-07,"R/38/183H",0,0,1,0,0,0
"1213",2555,38,1983-12-07,"R/38/183I",0,0,1,0,0,0
